10	0.350	0.02	3764	26	64
10	0.300	0.02	3648	19	59
10	0.420	0.04	3880	28	71
10	0.310	0.02	3664	22	61
10	0.410	0.02	3740	26	68
10	0.260	0	2904	Fail	73
10	0.420	0.02	3904	28	73
10	0.370	0.02	3800	25	67
10	0.360	0.04	3720	30	67
10	0.330	0.02	3748	19	64
20	0.430	0.02	3928	19	77
20	0.420	0.04	3908	22	76
20	0.360	0.02	3756	20	72
20	0.460	0.04	3864	21	80
20	0.510	0.04	4160	25	85
20	0.490	0.04	4024	23	83
20	0.460	0.04	3880	24	81
20	0.410	0.02	3868	23	72
20	0.410	0.02	3892	22	75
20	0.490	0.04	4036	24	82
30	0.500	0.04	4048	10	87
30	0.510	0.04	4000	20	87
30	0.480	0.04	4028	17	85
30	0.600	0.06	4416	20	97
30	0.560	0.06	4384	18	94
30	0.560	0.04	4388	13	95
30	0.610	0.04	4408	17	96
30	0.520	0.04	4140	21	87
30	0.530	0.04	4192	23	90
30	0.520	0.04	4148	15	89
40	0.570	0.04	4252	14	97
40	0.620	0.06	4600	24	104
40	0.550	0.06	4256	25	96
40	0.620	0.06	4552	30	101
40	0.600	0.04	4428	11	100
40	0.530	0.04	4028	21	92
40	0.570	0.06	4392	19	97
40	0.650	0.06	4668	13	107
40	0.650	0.06	4632	21	103
40	0.640	0.06	4632	22	106
50	0.650	0.06	4612	19	108
50	0.730	0.08	4748	20	115
50	0.740	0.08	4828	26	118
50	0.730	0.06	4796	15	116
50	0.670	0.04	4680	14	112
50	0.680	0.06	4676	18	109
50	0.780	0.08	4852	21	120
50	0.670	0.06	4664	13	109
50	0.630	0.06	4560	13	105
50	0.790	0.08	4868	11	120
60	0.740	0.08	4796	20	120
60	0.820	0.08	4872	21	125
60	0.900	0.1	5000	19	131
60	0.840	0.08	4948	14	129
60	0.740	0.06	4796	12	120
60	0.770	0.08	4884	17	123
60	0.860	0.08	4972	20	126
60	0.750	0.06	4824	13	120
60	0.810	0.08	4884	14	125
60	0.810	0.08	4924	16	123
70	0.880	0.08	4972	17	132
70	0.760	0.06	4856	18	127
70	1.060	0.12	5552	17	146
70	0.940	0.1	5108	20	138
70	0.880	0.08	4976	17	131
70	0.890	0.1	5016	17	136
70	0.920	0.08	5112	16	136
70	1.010	0.1	5352	18	142
70	0.910	0.1	5132	18	135
70	0.890	0.08	5020	18	133
80	0.980	0.1	5172	12	144
80	0.920	0.08	5108	21	140
80	1.130	0.12	6016	15	157
80	0.900	0.08	5076	17	138
80	1.010	0.12	5560	22	148
80	1.010	0.1	5516	15	145
80	0.950	0.1	5220	17	143
80	0.980	0.1	5360	12	145
80	1.100	0.12	5852	20	152
80	1.130	0.12	6176	20	156
90	1.110	0.1	5828	12	156
90	1.060	0.12	5644	17	155
90	1.290	0.14	6400	17	167
90	1.030	0.1	5516	14	149
90	1.270	0.14	6424	15	166
90	1.160	0.14	6236	22	158
90	1.180	0.12	6280	17	161
90	1.140	0.12	5988	17	157
90	1.280	0.12	6396	16	165
90	1.070	0.1	5600	12	154
100	1.300	0.14	6336	11	169
100	1.180	0.14	6276	16	165
100	1.280	0.14	6396	12	170
100	1.240	0.14	6356	18	166
100	1.350	0.14	6544	18	173
100	1.210	0.14	6388	14	168
100	1.230	0.16	6420	21	167
100	1.180	0.14	6268	13	164
100	1.350	0.14	6536	18	173
100	1.170	0.12	6272	13	165
