10	0.337	0.018	3400.4	13.1111	60.3
20	0.432	0.028	3918.4	12	76.5
30	0.533	0.04	4182	9.6	90
40	0.591	0.048	4387.2	12.4	98.6
50	0.688	0.062	4704.8	10.5	111.8
60	0.803	0.074	4888.4	10.4	123.9
70	0.906	0.084	5103.6	10	134.6
80	0.991	0.098	5386.4	9.7	144.5
90	1.168	0.12	6084.4	9.2	159
100	1.231	0.13	6308.4	9.1	166.9
