10	0.340	0.02	3768	9	64
10	0.310	0.02	3652	12	59
10	0.410	0.04	3884	9	71
10	0.300	0.04	3600	12	61
10	0.390	0.04	3940	9	68
10	0.430	0.04	3924	9	73
10	0.420	0.06	3908	15	73
10	0.370	0.04	3880	9	67
10	0.370	0.04	3920	11	67
10	0.330	0.04	3752	15	64
20	0.430	0.04	3928	7	77
20	0.400	0.06	3912	14	76
20	0.370	0.04	3924	10	72
20	0.460	0.04	4184	9	80
20	0.520	0.04	4268	8	85
20	0.480	0.04	4028	11	83
20	0.470	0.04	4012	9	81
20	0.380	0.04	3872	10	72
20	0.410	0.04	3896	10	75
20	0.480	0.06	4040	11	82
30	0.500	0.04	4148	7	87
30	0.510	0.06	4164	10	87
30	0.470	0.04	4032	9	85
30	0.580	0.06	4420	9	97
30	0.570	0.06	4356	6	94
30	0.560	0.06	4608	9	95
30	0.610	0.06	4696	8	96
30	0.520	0.06	4140	9	87
30	0.540	0.06	4208	8	90
30	0.510	0.06	4356	11	89
40	0.570	0.06	4340	7	97
40	0.630	0.08	4796	11	104
40	0.550	0.06	4348	11	96
40	0.610	0.08	4716	13	101
40	0.590	0.06	4428	7	100
40	0.510	0.06	4196	13	92
40	0.550	0.06	4392	11	97
40	0.650	0.06	4736	7	107
40	0.630	0.08	4904	11	103
40	0.640	0.06	4832	7	106
50	0.640	0.06	4808	5	108
50	0.740	0.08	4944	9	115
50	0.740	0.1	4896	12	118
50	0.740	0.08	4864	8	116
50	0.670	0.08	4748	9	112
50	0.670	0.08	4744	10	109
50	0.760	0.08	5048	11	120
50	0.670	0.06	4736	9	109
50	0.640	0.06	4888	10	105
50	0.790	0.08	5064	6	120
60	0.750	0.06	4864	5	120
60	0.790	0.08	5144	11	125
60	0.880	0.1	5228	8	131
60	0.850	0.1	5180	11	129
60	0.750	0.08	4868	9	120
60	0.790	0.08	4888	8	123
60	0.850	0.1	5208	9	126
60	0.720	0.08	5120	10	120
60	0.790	0.1	5080	10	125
60	0.790	0.08	5160	8	123
70	0.860	0.1	5208	5	132
70	0.780	0.1	5052	10	127
70	1.050	0.1	5988	8	146
70	0.930	0.1	5332	9	138
70	0.880	0.12	5220	11	131
70	0.880	0.12	5216	11	136
70	0.900	0.1	5348	9	136
70	0.990	0.12	5552	9	142
70	0.920	0.12	5372	9	135
70	0.890	0.08	5216	8	133
80	1.010	0.1	5436	5	144
80	0.910	0.12	5340	11	140
80	1.130	0.12	6012	7	157
80	0.900	0.1	5312	8	138
80	1.020	0.12	5988	10	148
80	1.040	0.12	5552	7	145
80	0.960	0.12	5484	9	143
80	1.010	0.12	5428	9	145
80	1.120	0.14	5848	11	152
80	1.150	0.12	6824	9	156
90	1.110	0.12	5824	5	156
90	1.080	0.12	5680	9	155
90	1.240	0.14	6732	9	167
90	1.020	0.12	5548	7	149
90	1.230	0.14	7096	7	166
90	1.150	0.14	6568	9	158
90	1.190	0.12	6616	6	161
90	1.130	0.14	5984	11	157
90	1.240	0.16	6728	9	165
90	1.060	0.12	5596	9	154
100	1.250	0.14	6668	7	169
100	1.170	0.14	6608	8	165
100	1.250	0.16	7068	8	170
100	1.240	0.16	6684	9	166
100	1.380	0.16	6880	9	173
100	1.200	0.14	6720	7	168
100	1.230	0.14	6756	8	167
100	1.170	0.12	6604	6	164
100	1.350	0.14	6872	8	173
100	1.170	0.12	6608	6	165
