10	0.336	0.018	3401.2	4.66667	60.3
20	0.429	0.024	3890.8	3.4	76.5
30	0.536	0.034	4168.4	2.6	90
40	0.587	0.042	4359.2	2.8	98.6
50	0.692	0.058	4672.8	2.4	111.8
60	0.801	0.066	4866	3	123.9
70	0.906	0.08	5070	2.6	134.6
80	0.994	0.086	5320	2.4	144.5
90	1.169	0.11	6033.6	2.2	159
100	1.232	0.118	6246.4	2.4	166.9
