10	0.127	0.018	2846	16.5	27.6
20	0.203	0.036	3358.4	14.8	40.4
30	0.269	0.064	3546.8	13.6	52.1
40	0.294	0.048	3676.8	13.5	63.1
50	0.373	0.052	3892.4	12.25	74.8
60	0.558	0.124	4508.8	13	86.4
70	0.693	0.118	5058.4	11.9	100.1
80	0.825	0.146	5246	12.1	110.6
90	0.928	0.176	5534.8	13	121.2
100	1.116	0.216	6563.6	12.1	133.2
