10	0.127	0	2749.6	5.25	27.6
20	0.205	0.004	3230	4.6	40.4
30	0.267	0.008	3298.8	3.9	52.1
40	0.31	0.016	3528	4.3	63.1
50	0.39	0.016	3447.6	2.8	74.8
60	0.559	0.028	3761.6	3	86.4
70	0.696	0.056	4467.2	4	100.1
80	0.825	0.058	4406.8	3.3	110.6
90	0.934	0.072	4684.8	3.5	121.2
100	1.124	0.09	5228.4	3.3	133.2
