10	0.332	0.028	3466	4.66667	60.3
20	0.431	0.038	3975.2	3.4	76.5
30	0.534	0.042	4238.8	2.6	90
40	0.585	0.054	4508.4	2.8	98.6
50	0.688	0.062	4847.6	2.4	111.8
60	0.796	0.08	5128.8	3	123.9
70	0.902	0.086	5266.8	2.6	134.6
80	0.993	0.096	5566.4	2.4	144.5
90	1.152	0.118	6303.2	2.2	159
100	1.225	0.126	6520	2.4	166.9
