10	0.340	0.02	3768	12	64
10	0.300	0.02	3652	14	59
10	0.420	0.02	3884	10	71
10	0.310	0.02	3600	15	61
10	0.390	0.02	3744	13	68
10	0.430	0.02	3920	10	73
10	0.420	0.02	3908	21	73
10	0.380	0.02	3804	11	67
10	0.380	0.02	3724	12	67
10	0.350	0.02	3752	17	64
20	0.430	0.02	3928	8	77
20	0.410	0.02	3912	15	76
20	0.370	0.02	3760	12	72
20	0.470	0.04	3868	11	80
20	0.520	0.04	4160	8	85
20	0.490	0.04	4028	15	83
20	0.470	0.04	4008	10	81
20	0.390	0.02	3872	12	72
20	0.420	0.02	3896	12	75
20	0.490	0.04	4036	13	82
30	0.500	0.04	4048	8	87
30	0.500	0.04	4000	10	87
30	0.470	0.04	4032	11	85
30	0.580	0.04	4416	10	97
30	0.560	0.04	4256	6	94
30	0.580	0.04	4392	11	95
30	0.600	0.04	4404	8	96
30	0.520	0.04	4140	11	87
30	0.530	0.04	4096	8	90
30	0.530	0.04	4152	13	89
40	0.580	0.04	4268	8	97
40	0.630	0.06	4600	15	104
40	0.560	0.04	4272	12	96
40	0.610	0.06	4432	18	101
40	0.600	0.04	4428	9	100
40	0.520	0.04	4028	16	92
40	0.570	0.04	4392	13	97
40	0.670	0.06	4668	8	107
40	0.640	0.06	4632	12	103
40	0.660	0.06	4632	8	106
50	0.650	0.06	4612	6	108
50	0.710	0.06	4748	11	115
50	0.740	0.08	4828	14	118
50	0.730	0.06	4796	9	116
50	0.660	0.06	4680	12	112
50	0.670	0.06	4676	11	109
50	0.760	0.08	4852	13	120
50	0.670	0.06	4664	11	109
50	0.630	0.04	4560	10	105
50	0.790	0.08	4868	6	120
60	0.760	0.06	4796	6	120
60	0.830	0.08	4908	14	125
60	0.900	0.08	5000	10	131
60	0.840	0.08	4944	12	129
60	0.750	0.06	4800	11	120
60	0.780	0.08	4888	8	123
60	0.850	0.08	4972	11	126
60	0.730	0.06	4824	15	120
60	0.800	0.08	4884	11	125
60	0.820	0.08	4924	8	123
70	0.870	0.08	4972	6	132
70	0.780	0.08	4856	12	127
70	1.050	0.1	5548	8	146
70	0.940	0.08	5132	10	138
70	0.880	0.08	4992	11	131
70	0.900	0.08	5048	14	136
70	0.920	0.08	5108	11	136
70	0.990	0.1	5356	10	142
70	0.910	0.08	5100	10	135
70	0.910	0.08	5020	9	133
80	0.990	0.1	5168	6	144
80	0.910	0.08	5104	12	140
80	1.120	0.12	6012	9	157
80	0.910	0.08	5076	8	138
80	1.020	0.1	5552	12	148
80	1.020	0.1	5512	8	145
80	0.970	0.1	5216	11	143
80	0.970	0.1	5360	12	145
80	1.090	0.12	5844	10	152
80	1.140	0.12	6172	11	156
90	1.120	0.1	5824	6	156
90	1.080	0.12	5640	11	155
90	1.290	0.14	6396	10	167
90	1.030	0.1	5512	8	149
90	1.290	0.14	6420	9	166
90	1.140	0.12	6232	10	158
90	1.170	0.12	6276	6	161
90	1.140	0.12	5984	11	157
90	1.280	0.12	6388	10	165
90	1.060	0.1	5596	10	154
100	1.280	0.12	6332	8	169
100	1.160	0.12	6272	9	165
100	1.310	0.14	6392	10	170
100	1.230	0.14	6352	12	166
100	1.360	0.14	6544	11	173
100	1.200	0.14	6380	8	168
100	1.220	0.14	6416	8	167
100	1.160	0.12	6264	6	164
100	1.330	0.14	6536	9	173
100	1.170	0.12	6268	6	165
